"","posted_date","candidate","message","observation","likes","comments","shares","type","language","media"
"284",2020-11-02,"biden","I'm in Beaver County, Pennsylvania, to thank some of our incredible volunteers for all their hard work. Tune in — and then sign up to help: joebiden.com/GOTV","video of biden's event",18995,9400,1693,"video","en",NA
"285",2020-11-02,"biden","It’s go time, America.
iwillvote.com","campaign ad",23079,3600,4897,"video","en",NA
"286",2020-11-02,"biden","Our history is the story of ‘We the People’ — all of us.
I’ve never been more hopeful that if we the people come together, we can do great things. This is a moment where every one of us is needed — and you’re needed now. Vote.","campaign ad about unity",16598,3500,1793,"video","en",NA
"287",2020-11-02,"biden","Tune in to our get out the vote event in Pittsburgh, PA","video of biden's event",10787,6200,869,"video","en",NA
"288",2020-11-02,"biden","WISCONSIN! If you haven’t returned your mail-in ballot, we strongly recommend you vote in-person tomorrow. Confirm your polling location by going to iwillvote.com/locate.","no pictures, just post",2209,567,139,"post","en",NA
"289",2020-11-02,"biden","WISCONSIN! If you have not returned your mail-in ballot, we strongly recommend you vote in-person tomorrow. Confirm your polling location by going to iwillvote.com/locate.","the image reads do you have a mail-in ballot? vote in person instead",2638,1400,1137,"photo","en",NA
"290",2020-11-02,"biden","Tomorrow the last voters will head out to cast their ballots in the most important election in our lifetimes. It all comes down to this. Join us for our final rally before election day.
Make a plan to vote tomorrow. Visit makeaplan.com","video of biden's event",30283,3600,5399,"video","en",NA
"291",2020-11-02,"biden","A final word from my friend Barack Obama. 
Let’s get out there and vote, folks. 
Head to iwillvote.com/locate to find your polling location.","Obama in a lectern with a some of his words: ""We can't just imagine a better future; we've go to fight for it""...",141254,13000,25372,"photo","en",NA
"292",2020-11-02,"biden","Treating people with dignity and respect should be the baseline for how we act to one another. Those values were instilled in me from the time I was young, and it’s how I’ll lead as president.","video of biden - campaign ad",36365,5300,2646,"video","en",NA
"293",2020-11-02,"biden","President Trump ignored the pandemic playbook that President Obama and I left him, so we decided to bring it back out and go over what he missed.","campaign ad on covid",22847,4500,3754,"video","en",NA
"294",2020-11-02,"biden","I’m Joe Biden, and I’m asking for your vote.
iwillvote.com/locate","no pictures, just post",308899,46000,6337,"post","en",NA
"295",2020-11-02,"biden","Let’s restore honor and decency to the White House.","no pictures, just post",293089,14000,8972,"post","en",NA
"296",2020-11-03,"biden","Let’s cross the finish line — together. Vote.","Jill Biden and Biden holding hands in front of US flags",328294,17000,13565,"photo","en",NA
"297",2020-11-03,"biden","Under President Trump:
- Over 230,000 Americans have died from COVID-19
- 30 million people have lost hours, paychecks, or jobs
- Nearly one in five small businesses have closed
Are you better off than you were four years ago?","no pictures, just post",40160,7800,3182,"post","en",NA
"298",2020-11-03,"biden","You have the power to silence him.
Vote: iwillvote.com/locate","video of period talking",17561,2800,2495,"video","en",NA
"299",2020-11-03,"biden","I’m running as a proud Democrat, but I will govern as an American president.
I will work with Democrats and Republicans, and I’ll work as hard for those who don’t support me as for those who do.
Because that’s the job of a president.","no pictures, just post",79709,5800,3172,"post","en",NA
"300",2020-11-03,"biden","You have the power to steer our country in the right direction. Your voice matters more than ever. Use it.","Biden pointing figure reads: change starts with you",160674,14000,9095,"photo","en",NA
"301",2020-11-03,"biden","Today is Election Day. I took a moment to reflect on some of my favorite stories and photos from the past year and a half.
Take a look:","link to notes form joe",46092,5200,1687,"link to campaign website","en",NA
"302",2020-11-03,"biden","Vote for America.
iwillvote.com","campaign video",35687,2500,4347,"video","en",NA
"303",2020-11-03,"biden","Hoy es el día en que recuperaremos a nuestro país y restauraremos nuestros valores. Ve a votar. voyavotar.com","no pictures, just post",40779,3800,1174,"post","es",NA
"304",2020-11-03,"biden","The last four years have come down to this day. This is our moment — and if you vote, we’ll win.","campaign ad",54580,4100,3962,"video","en",NA
"305",2020-11-03,"biden","We can't let history repeat itself.
Don't wake up on November 4th wishing you had done more.","infographic about people who did not vote",53817,6500,6392,"photo","en",NA
"306",2020-11-03,"biden","It all comes down to this.
Go vote: iwillvote.com","campaign ad",63905,12000,4236,"video","en",NA
"307",2020-11-03,"biden","As you head to the polls today, here are a few things to keep in mind:","image includes a list of things to know for those voting in person",21079,3200,1916,"photo","en",NA
"308",2020-11-03,"biden","Join Biden campaign manager, Jen O’Malley Dillon and campaign adviser, Bob Bauer for a discussion on election protection.","video of discussion",13196,7700,1453,"video","en",NA
"309",2020-11-03,"biden","“We can make a difference. When we vote we can be the margin of victory for one of the most important elections in history.” — AAPI voters for Biden-Harris","campaign ad featuring asian americans",13192,1800,1053,"video","en",NA
"310",2020-11-03,"biden","FLINT, MI! If you haven’t returned your absentee ballot or voted in person yet, TODAY is the last day to vote. Confirm your polling location by going to iwillvote.com/locate, and head to the polls by 8 PM.","targeting ad for flint, mi",3275,1300,245,"photo","en",NA
"311",2020-11-03,"biden","In 2016, Donald Trump won Arizona by 91,234 votes. If you live in Arizona, I’m counting on you to vote on Tuesday — let’s not leave anything to chance. Head over to iwillvote.com/locate to learn more about where to vote.","on 2016 election in arizona",10842,1900,425,"video","en",NA
"312",2020-11-03,"biden","In 2016, Donald Trump won Michigan by 10,704 votes. If you live in Michigan, head to iwillvote.com/locate to learn more about where to vote.","voters explain why they vote for biden and harris",23535,2600,1326,"video","en",NA
"313",2020-11-03,"biden","Voting is your right. If you have questions, reach out to the Voter Assistance Hotline at 1-833-336-8683.","information for voters who experience problems",21415,2800,1533,"photo","en",NA
"314",2020-11-03,"biden","Today is Election Day! I need you to get out and vote. Head to iwillvote.com/locate to find your polling place now.","video on vote",17544,2200,907,"video","en",NA
"315",2020-11-03,"biden","Votar es tu derecho. Si tienes alguna pregunta, llama a la línea directa de asistencia al votante al 1-866-296-8686.","information for voters who experience problems",13260,1800,569,"photo","es",NA
"316",2020-11-03,"biden","Today is your absolute last chance to vote in this election. If you haven’t voted early, I need you to vote today and stay in line as long as it takes. Our democracy is at stake. Go to iwillvote.com/locate to find your polling location.","encouraging people to vote",32461,3700,1419,"photo","en",NA
