posted_date,candidate,est_followers,message,observation,likes,comments,shares,media,type,link,collection_date,language
10/17/2024,harris,5400000,"There was nothing “peaceful or patriotic” about what happened on January 6. 
Donald Trump lost the 2020 election. With your support, we will defeat him and his dangerous agenda once again.
IWillVote.com",campaig ad,3239,2797,1441,yes,video,,11/1/2024,en
10/17/2024,harris,5400000,"Thank you to Mary Katherine Gallagher for the advice on my speech tonight.
The Gospel of Luke tells us that faith has the power to shine a light in the darkness and to guide our feet in the path of peace. 
In the spirit of Alfred Smith’s legacy, let us fight to build toward a better future with faith in God, our country, and each other.",al smith video,10754,5933,2861,yes,video,,11/1/2024,en
10/17/2024,harris,5400000,"A college degree is not the only measure of the skills and experience of a qualified worker. 
As president, I will get rid of unnecessary degree requirements for federal jobs—and I will challenge the private sector to do the same.",no media,3436,1479,236,no,na,,11/1/2024,en
10/17/2024,harris,5400000,"Far too many Americans have to quit their jobs to try and take care of their elderly relatives. That’s not right. 
My plan will strengthen Medicare to cover home health care for those who need it.",no media,3363,1095,198,no,na,,11/1/2024,en
10/18/2024,harris,5400000,I am committed to be president for all Americans. We have so much more in common than what separates us.,image,8912,3428,653,yes,image,,11/1/2024,en
10/18/2024,harris,5400000,"We cannot stay on the sidelines in this election. 
Knock on doors. 
Make phone calls. 
Talk to your friends and neighbors.
Every connection counts → go.kamalaharris.com",photo harris and walz,7406,2879,648,yes,image,go.kamalaharris.com,11/1/2024,en
10/18/2024,harris,5400000,no text,announcement of rally Grand Rapids MI,1357,790,0,yes,image,,11/1/2024,en
10/18/2024,harris,5400000,no text,announcement of rally Lansing MI,1561,631,0,yes,image,,11/1/2024,en
10/18/2024,harris,5400000,"On the issue of health care, the contrast is clear. Donald Trump and JD Vance's concepts of a health care plan would raise health care costs and put an end to peace of mind for millions of Americans.",image,3238,1462,244,yes,image,,11/1/2024,en
10/18/2024,harris,5400000,no text,announcement of rall Oakland County MI,1428,728,0,yes,image,,11/1/2024,en
10/18/2024,harris,5400000,Billionaires shouldn’t pay a lower tax rate than working class Americans.,Image of Harris on taxes,2848,1088,320,yes,image,,11/1/2024,en
10/18/2024,harris,5400000,"Americans are tired of the same old playbook. 
It is time to turn the page.",image of harris in fox news,3333,1833,207,yes,image,,11/1/2024,en
10/18/2024,harris,5400000,"For generations union members across the country have led the fight for fair pay, better benefits, and safe working conditions. Every person in our nation has benefited from their work.",image,2585,771,169,yes,image,,11/1/2024,en
10/18/2024,harris,5400000,Donald Trump's track record is a disaster for working people and he is a threat to the American labor movement.,image,5103,3030,286,yes,image,,11/1/2024,en
10/18/2024,harris,5400000,Donald Trump's track record for the auto industry was a disaster.,image,4101,2183,151,yes,image,,11/1/2024,en
10/18/2024,harris,5400000,"As imperfect as we may be, America is still that shining city upon a hill that inspires people around the world.
We know the deep privilege and pride that comes with being an American and what it means to love our country. And we will continue to fight for the ideals of our country.",photo of harris at event,5493,2423,485,yes,photo,,11/1/2024,en
10/18/2024,harris,5400000,"She’s ready to get stuff done for the American people and so are we. We’ve got your back, Kamala Harris. Let’s go!",from Gretchen Whitmer account,4936,1308,160,yes,photo,,11/1/2024,en
10/18/2024,harris,5400000,"I am stopping in three cities in Michigan to rally people across the state to get out the vote. Tune in for my speech in Grand Rapids.
For ASL feed, please tune in here: https://us06web.zoom.us/j/88370935730",video of rally,4547,3725,433,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,"Thanks for breaking it down, Mark: I have a plan to actually grow our economy. Trump has a plan to raise costs for working and middle-class Americans.",mark cuban vicoe,6548,2965,1778,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,"We are fighting for a better future for working families, like the ones Tim Walz and I come from. And we know that when unions are strong, America is strong. 
I am honored to have the support of the UAW International Union in this election.",video of shawn fain,1643,786,187,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,"Under my presidency, we will stand united regardless of where we’re from.
Thank you, Marc Anthony, for your support.",video of Marc Anthony,5557,2151,2002,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,"If Donald Trump is dodging debates and ducking interviews because of “exhaustion,” is he fit for the toughest job in the world?",video of harris in PA,3132,2109,455,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,"I am stopping in three cities in Michigan to rally people across the state to get out the vote. Watch now to hear my speech in Lansing.
For ASL feed, please tune in here: https://us06web.zoom.us/j/89776937366",video of rally,4067,2803,493,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,"Yes, I know the memes.",video of harris talking with supporters,18148,8524,1467,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,"As president, I will fight for the freedom to organize and defend collective bargaining.",video of harris at rally,2648,1368,274,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,I am stopping in three cities in Michigan to rally people across the state to get out the vote. Join me at my final rally tonight in Oakland County.,video of rally,4601,3855,486,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,"No, everybody did not want Donald Trump to get Roe v. Wade overturned. 
And now, women are dying.",campaig ad,2818,2490,339,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,"As president, I will sign the PRO Act into law and make it easier to join a union.",video of harris at rally,3086,1642,316,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,"Erie, PA is lucky to have a great local spot like Legenderie Records & Coffee House. 
My economic plan will provide small business owners with the resources they need to open, grow, and succeed—because I understand that our small businesses like Legenderie are essential to their communities and to America’s economy.",video,2643,2174,296,yes,video,,11/1/2024,en
10/18/2024,harris,5400000,"When I'm President, I will sign the PRO Act into law to make it easier to join a union and negotiate for better pay and working conditions.
IWillVote.com
",no media,3593,1325,151,no,na,,11/1/2024,en
10/19/2024,harris,5400000,"Nevada, our democracy is on the ballot. Vote early and take action at IWillVote.com/NV.",image of NV,1983,997,152,yes,image,,11/1/2024,en
10/19/2024,harris,5400000,no text,announcement of Detroit event,1583,672,0,yes,image,,11/1/2024,en
10/19/2024,harris,5400000,no text,announcement of Atlanta event,1743,809,0,yes,image,,11/1/2024,en
10/19/2024,harris,5400000,"Those who know Donald Trump best, including his former vice president, say he is unfit, dangerous, and should never be president of the United States.",image,13681,5036,2918,yes,image,,11/1/2024,en
10/19/2024,harris,5400000,"My plan for the American people will build up our middle class, strengthen our economy, and benefit all Americans. 
I invite you to read it: KamalaHarris.com.",images of harris in Fox News interview,7808,2006,895,yes ,image,,11/1/2024,en
10/19/2024,harris,5400000,"Donald Trump is ducking debates and canceling interviews because of exhaustion, When he does speak at a rally, goes off-script and rambles. He called it the weave. We know it is nonsense.",image,13172,5495,970,yes,image,,11/1/2024,en
10/19/2024,harris,5400000,"Donald Trump's Project 2025 Agenda intends to end the Affordable Care Act, threatening health care for more than 5 million Latinos in our country. It is wrong. And we are not going back.",image,4166,2669,298,yes,image,,11/1/2024,en
10/19/2024,harris,5400000,"My mother was diagnosed with cancer when I was the district attorney of San Francisco. I spent many hours with her at the hospital, driving her to and from chemotherapy appointments. 
Fortunately, I had the type of job that allowed me to take the time I needed to be with my mother. Far too many others cannot. 
Every worker should be able to take time off to care for themselves or the people they love.
I will fight for a future where every person has affordable health care and paid family and medical leave. Along with that, my care plan will allow Medicare to cover in-home health care, vision, and hearing benefits, which will lower costs and reduce the financial and emotional stress for families across our nation.",photo of young harris,24497,2267,3114,yes,photo,,11/1/2024,en
